id,profit0,online0
8894,478,0
8895,35,1
8896,,
8897,163,0
8898,-126,0
8899,175,0
8900,25,0
8901,129,0
8902,37,0
8903,-1,0
8904,271,0
8905,172,0
8906,-77,0
8907,74,0
8908,38,0
8909,300,0
8910,464,0
8911,,
8912,,
8913,-6,1
8914,-21,0
8915,670,0
8916,2062,0
8917,-33,1
8918,,
8919,255,0
8920,,
8921,-12,0
8922,1528,1
8923,124,0
8924,-48,0
8925,-88,0
8926,1043,0
8927,-43,0
8928,66,0
8929,871,1
8930,-50,0
8931,3,0
8932,,
8933,-193,1
8934,193,0
8935,,
8936,,
8937,-7,0
8938,-29,0
8939,271,0
8940,407,0
8941,522,0
8942,-37,0
8943,-29,0
8944,61,1
8945,-1,1
8946,-25,1
8947,146,0
8948,,
8949,-50,0
8950,,
8951,135,0
8952,418,0
8953,,
8954,,
8955,692,1
8956,153,0
8957,,
8958,48,0
8959,128,0
8960,0,0
8961,39,0
8962,96,1
8963,66,0
8964,878,0
8965,253,0
8966,,
8967,,
8968,,
8969,,
8970,327,0
8971,-124,1
8972,-5,0
8973,-25,0
8974,,
8975,59,1
8976,201,0
8977,285,0
8978,-5,0
8979,211,0
8980,-56,0
8981,,
8982,80,0
8983,-26,1
8984,196,0
8985,-76,0
8986,-20,0
8987,,
8988,814,0
8989,,
8990,15,1
8991,-16,0
8992,1381,0
8993,-17,0
8994,526,0
8995,-170,0
8996,-40,0
8997,-1,0
8998,-12,0
8999,43,0
9000,-246,0
9001,701,0
9002,550,0
9003,-30,0
9004,-44,0
9005,-19,0
9006,957,0
9007,485,0
9008,-82,0
9009,13,0
9010,-104,0
9011,503,0
9012,194,0
9013,189,0
9014,-47,1
9015,-32,0
9016,58,0
9017,615,0
9018,91,0
9019,,
9020,-29,0
9021,-29,0
9022,-70,0
9023,-68,0
9024,177,0
9025,,
9026,64,0
9027,-136,1
9028,-23,1
9029,154,0
9030,29,0
9031,,
9032,-31,0
9033,1344,0
9034,1203,0
9035,-159,0
9036,,
9037,,
9038,,
9039,350,0
9040,73,0
9041,-93,0
9042,-69,0
9043,-30,0
9044,-133,0
9045,-65,0
9046,431,1
9047,,
9048,398,0
9049,205,0
9050,-33,1
9051,259,0
9052,89,0
9053,131,0
9054,116,0
9055,784,0
9056,-74,0
9057,-52,1
9058,-8,0
9059,-30,1
9060,37,0
9061,161,0
9062,91,0
9063,,
9064,-1,0
9065,9,1
9066,607,0
9067,1169,1
9068,,
9069,-43,0
9070,12,0
9071,-141,0
9072,70,0
9073,,
9074,-83,0
9075,,
9076,-5,1
9077,-72,0
9078,47,0
9079,-45,0
9080,,
9081,,
9082,-30,0
9083,660,0
9084,,
9085,140,0
9086,-24,1
9087,-3,0
9088,-29,1
9089,33,0
9090,50,0
9091,1,0
9092,131,0
9093,,
9094,1509,0
9095,856,1
9096,,
9097,596,0
9098,167,1
9099,101,1
9100,104,1
9101,-35,0
9102,-121,1
9103,-70,0
9104,-85,1
9105,84,0
9106,-173,0
9107,99,0
9108,460,0
9109,-47,0
9110,-70,0
9111,-39,0
9112,370,0
9113,423,0
9114,-8,1
9115,,
9116,257,0
9117,93,0
9118,-160,1
9119,-57,1
9120,-86,0
9121,,
9122,,
9123,-7,1
9124,-30,0
9125,5,0
9126,-20,0
9127,-165,0
9128,111,0
9129,-80,0
9130,1015,0
9131,356,0
9132,,
9133,704,0
9134,765,1
9135,14,0
9136,345,0
9137,,
9138,-8,0
9139,,
9140,,
9141,118,0
9142,385,1
9143,-83,1
9144,-31,0
9145,38,0
9146,289,1
9147,25,0
9148,514,0
9149,-177,0
9150,-64,0
9151,-3,0
9152,314,0
9153,-4,0
9154,428,0
9155,-53,0
9156,557,0
9157,-76,0
9158,-9,0
9159,104,0
9160,60,0
9161,-34,0
9162,-113,0
9163,-243,0
9164,155,0
9165,-95,0
9166,-90,0
9167,-196,1
9168,821,0
9169,14,0
9170,-21,0
9171,68,0
9172,101,0
9173,-49,0
9174,87,0
9175,-11,0
9176,-35,0
9177,79,0
9178,-26,0
9179,1315,0
9180,11,0
9181,,
9182,564,0
9183,-30,0
9184,397,0
9185,-20,0
9186,,
9187,16,0
9188,-59,0
9189,557,0
9190,,
9191,425,1
9192,-32,0
9193,43,0
9194,-83,1
9195,,
9196,,
9197,215,0
9198,10,0
9199,-131,0
9200,183,1
9201,400,0
9202,-299,0
9203,,
9204,-38,0
9205,688,0
9206,253,0
9207,-31,0
9208,232,1
9209,,
9210,-74,0
9211,65,0
9212,134,1
9213,218,0
9214,55,0
9215,,
9216,-135,0
9217,12,0
9218,-2,0
9219,619,1
9220,-22,0
9221,45,0
9222,-109,0
9223,-50,0
9224,-45,0
9225,-26,1
9226,582,1
9227,-50,0
9228,-55,0
9229,208,0
9230,-126,0
9231,,
9232,-60,0
9233,67,0
9234,-2,0
9235,2,0
9236,-64,0
9237,-31,0
9238,-63,0
9239,81,0
9240,-56,0
9241,751,0
9242,,
9243,,
9244,-50,1
9245,-104,1
9246,304,0
9247,-80,0
9248,77,0
9249,88,0
9250,,
9251,-65,0
9252,126,0
9253,85,0
9254,,
9255,-81,0
9256,,
9257,49,0
9258,265,0
9259,-73,1
9260,85,0
9261,11,0
9262,-24,0
9263,1236,0
9264,-21,0
9265,17,1
9266,,
9267,179,0
9268,,
9269,-4,1
9270,-14,1
9271,1552,0
9272,129,1
9273,-108,0
9274,283,0
9275,64,0
9276,-67,0
9277,-36,1
9278,458,1
9279,-15,0
9280,22,0
9281,,
9282,-17,0
9283,,
9284,70,1
9285,-16,0
9286,510,1
9287,137,0
9288,-137,0
9289,356,0
9290,,
9291,-3,0
9292,,
9293,234,1
9294,,
9295,,
9296,-23,1
9297,,
9298,153,1
9299,197,0
9300,792,0
9301,155,0
9302,17,1
9303,-51,0
9304,,
9305,-79,1
9306,,
9307,1137,0
9308,-29,0
9309,282,0
9310,,1
9311,-9,0
9312,-16,0
9313,-60,0
9314,342,0
9315,,
9316,34,0
9317,-29,0
9318,40,0
9319,24,0
9320,46,0
9321,149,0
9322,,
9323,,
9324,-145,0
9325,,
9326,-14,0
9327,211,0
9328,-94,0
9329,-79,0
9330,-16,0
9331,-33,0
9332,,
9333,,
9334,252,0
9335,-144,0
9336,194,0
9337,437,0
9338,355,1
9339,,
9340,,
9341,469,0
9342,1435,0
9343,-26,0
9344,652,1
9345,39,1
9346,21,0
9347,-15,0
9348,7,0
9349,392,0
9350,344,0
9351,-139,0
9352,107,0
9353,-132,0
9354,,
9355,,
9356,113,1
9357,,
9358,0,1
9359,-19,1
9360,-18,0
9361,-22,0
9362,,
9363,-47,0
9364,-1,0
9365,-2,0
9366,-70,0
9367,-28,0
9368,,
9369,1030,0
9370,-83,0
9371,593,0
9372,-92,0
9373,,
9374,,
9375,-83,0
9376,-48,0
9377,49,1
9378,-70,0
9379,,
9380,-33,0
9381,-25,1
9382,538,0
9383,222,1
9384,,
9385,244,1
9386,119,0
9387,166,0
9388,239,1
9389,-8,0
9390,54,0
9391,425,0
9392,,
9393,253,0
9394,351,0
9395,1,0
9396,-69,0
9397,47,0
9398,,
9399,378,0
9400,838,0
9401,,
9402,-4,0
9403,104,1
9404,13,1
9405,-77,0
9406,-96,0
9407,-41,0
9408,46,0
9409,,
9410,849,1
9411,343,1
9412,-35,0
9413,554,0
9414,,
9415,6,1
9416,-73,1
9417,5,0
9418,-16,0
9419,,
9420,75,0
9421,341,0
9422,-30,0
9423,-52,0
9424,19,0
9425,116,1
9426,25,0
9427,,
9428,-29,1
9429,-56,0
9430,,
9431,-1,0
9432,-48,0
9433,-3,0
9434,-78,0
9435,,
9436,223,0
9437,926,0
9438,-109,1
9439,174,0
9440,-47,0
9441,-11,0
9442,-28,0
9443,-42,0
9444,502,0
9445,394,1
9446,-63,0
9447,-58,0
9448,,
9449,-73,0
9450,-232,1
9451,,
9452,1444,0
9453,547,1
9454,316,0
9455,5,0
9456,-67,0
9457,847,1
9458,282,0
9459,-48,1
9460,,
9461,380,1
9462,-31,0
9463,-22,0
9464,10,0
9465,26,0
9466,2041,0
9467,273,0
9468,133,0
9469,1000,0
9470,265,0
9471,,
9472,-2,0
9473,400,0
9474,38,1
9475,,
9476,15,0
9477,239,0
9478,,
9479,16,0
9480,1655,0
9481,71,0
9482,260,0
9483,,
9484,,
9485,-80,0
9486,207,0
9487,275,0
9488,,
9489,247,0
9490,433,0
9491,-31,0
9492,85,0
9493,928,0
9494,-79,0
9495,16,0
9496,640,1
9497,1537,0
9498,-96,1
9499,-2,0
9500,708,0
9501,-102,0
9502,-67,0
9503,885,1
9504,82,0
9505,219,0
9506,238,1
9507,-22,1
9508,,
9509,505,1
9510,14,0
9511,2448,0
9512,6,0
9513,-39,0
9514,-74,0
9515,1511,1
9516,95,0
9517,-9,0
9518,74,0
9519,-116,0
9520,127,1
9521,-50,0
9522,-50,1
9523,-57,0
9524,,
9525,836,1
9526,693,1
9527,-22,0
9528,82,1
9529,,
9530,476,0
9531,52,1
9532,,
9533,580,0
9534,-26,1
9535,205,1
9536,141,0
9537,-73,0
9538,,
9539,-83,0
9540,,
9541,-19,0
9542,168,0
9543,1176,0
9544,60,0
9545,547,0
9546,,
9547,360,1
9548,151,0
9549,,
9550,61,0
9551,,
9552,87,0
9553,478,0
9554,100,0
9555,53,0
9556,6,0
9557,-11,0
9558,,
9559,235,0
9560,18,0
9561,563,0
9562,37,0
9563,,
9564,-52,0
9565,60,0
9566,517,1
9567,472,0
9568,62,1
9569,38,0
9570,,
9571,-59,0
9572,56,1
9573,893,0
9574,109,0
9575,,
9576,-98,0
9577,,
9578,-31,0
9579,,
9580,-96,0
9581,,
9582,,
9583,-7,0
9584,-54,0
9585,-43,0
9586,,
9587,-2,0
9588,360,0
9589,-44,0
9590,-44,0
9591,-4,0
9592,139,0
9593,2,0
9594,126,0
9595,340,1
9596,-281,0
9597,-51,0
9598,-125,0
9599,,
9600,683,0
9601,-33,0
9602,-18,0
9603,-15,0
9604,135,0
9605,14,0
9606,148,0
9607,,
9608,77,0
9609,,
9610,-7,0
9611,228,1
9612,216,0
9613,-242,0
9614,,
9615,927,0
9616,155,0
9617,59,1
9618,-64,0
9619,427,0
9620,873,1
9621,0,0
9622,21,0
9623,24,0
9624,-29,0
9625,14,0
9626,790,0
9627,-63,0
9628,,
9629,,
9630,505,0
9631,33,0
9632,-123,0
9633,,
9634,,
9635,-28,0
9636,,
9637,-31,0
9638,-70,0
9639,,
9640,-6,0
9641,-170,0
9642,,
9643,24,0
9644,20,0
9645,-95,0
9646,,
9647,-37,0
9648,-37,1
9649,-58,0
9650,,
9651,14,0
9652,394,0
9653,-14,1
9654,246,0
9655,-3,0
9656,6,0
9657,-26,0
9658,281,0
9659,-33,0
9660,-190,0
9661,-19,0
9662,400,1
9663,,
9664,-44,1
9665,-83,1
9666,-45,0
9667,81,0
9668,-20,0
9669,385,0
9670,-2,0
9671,108,0
9672,450,1
9673,238,0
9674,13,0
9675,17,0
9676,,
9677,202,0
9678,386,0
9679,-26,0
9680,,
9681,-35,0
9682,148,0
9683,104,0
9684,-36,0
9685,-41,1
9686,-23,1
9687,500,1
9688,-36,0
9689,-5,0
9690,13,0
9691,74,0
9692,,
9693,-25,0
9694,483,1
9695,65,1
9696,34,1
9697,,
9698,1184,0
9699,722,1
9700,151,0
9701,-52,0
9702,59,0
9703,17,0
9704,-23,0
9705,48,0
9706,12,0
9707,860,0
9708,-66,0
9709,10,0
9710,102,0
9711,,
9712,168,0
9713,-143,0
9714,815,0
9715,101,0
9716,133,0
9717,,
9718,187,0
9719,249,0
9720,11,1
9721,-52,0
9722,-6,0
9723,3,0
9724,-33,0
9725,1622,1
9726,31,0
9727,-52,0
9728,369,0
9729,183,0
9730,706,0
9731,70,0
9732,-102,1
9733,-27,0
9734,-193,0
9735,185,0
9736,,
9737,6,0
9738,-37,1
9739,,
9740,186,0
9741,-23,0
9742,103,0
9743,-145,0
9744,-89,0
9745,35,0
9746,171,0
9747,695,0
9748,8,0
9749,-1,1
9750,39,1
9751,-37,0
9752,,
9753,450,0
9754,,
9755,,
9756,296,0
9757,15,0
9758,224,0
9759,-212,0
9760,-14,0
9761,1624,1
9762,414,0
9763,,
9764,65,0
9765,16,0
9766,291,0
9767,131,0
9768,519,0
9769,,
9770,23,0
9771,92,0
9772,162,0
9773,,
9774,14,0
9775,15,1
9776,36,0
9777,487,1
9778,132,0
9779,-98,0
9780,-24,0
9781,483,1
9782,50,0
9783,3,0
9784,-43,0
9785,81,0
9786,951,0
9787,380,0
9788,207,0
9789,,
9790,,
9791,193,0
9792,210,1
9793,196,0
9794,367,0
9795,344,0
9796,-2,1
9797,611,0
9798,6,0
9799,81,0
9800,-91,0
9801,-24,1
9802,-32,0
9803,-26,1
9804,-15,0
9805,,
9806,,
9807,24,0
9808,,
9809,226,0
9810,993,0
9811,-28,0
9812,341,0
9813,-93,0
9814,294,0
9815,1426,0
9816,195,0
9817,-121,0
9818,189,0
9819,-172,0
9820,-42,0
9821,17,0
9822,183,0
9823,,
9824,,
9825,590,0
9826,11,0
9827,197,0
9828,-30,0
9829,80,0
9830,200,0
9831,182,1
9832,,
9833,1034,0
9834,-38,0
9835,281,0
9836,60,0
9837,-17,0
9838,70,1
9839,65,1
9840,-82,0
9841,575,0
9842,595,0
9843,651,0
9844,33,0
9845,236,0
9846,,
9847,-129,0
9848,-61,1
9849,10,0
9850,672,1
9851,531,0
9852,-3,1
9853,-80,0
9854,18,0
9855,,
9856,232,0
9857,-22,0
9858,-80,0
9859,900,0
9860,155,0
9861,-28,0
9862,-120,1
9863,541,0
9864,-59,0
9865,11,0
9866,163,0
9867,485,1
9868,-68,0
9869,363,0
9870,,
9871,-26,0
9872,-73,0
9873,0,0
9874,-159,0
9875,16,0
9876,-1,0
9877,-67,0
9878,-28,0
9879,12,0
9880,147,0
9881,286,0
9882,,
9883,,
9884,68,1
9885,-31,0
9886,,
9887,518,0
9888,-26,0
9889,242,0
9890,-90,0
9891,,
9892,332,1
9893,-3,0
9894,733,0
9895,-28,0
9896,,
9897,-23,0
9898,375,0
9899,25,0
9900,,
9901,,
9902,-2,0
9903,41,0
9904,164,0
9905,176,0
9906,-120,0
9907,-120,0
9908,-14,0
9909,-7,1
9910,372,1
9911,,
9912,244,0
9913,,
9914,57,0
9915,,
9916,25,0
9917,117,0
9918,-118,1
9919,-103,0
9920,231,0
9921,-91,0
9922,-173,0
9923,238,0
9924,-19,0
9925,-84,0
9926,,
9927,-130,1
9928,309,0
9929,35,1
9930,449,0
9931,449,1
9932,705,0
9933,-39,0
9934,-21,0
9935,-36,0
9936,1647,0
9937,-92,0
9938,-83,0
9939,-2,0
9940,,
9941,191,0
9942,,
9943,-29,0
9944,-175,0
9945,-21,0
9946,,
9947,-68,1
9948,,
9949,249,0
9950,498,0
9951,,
9952,,
9953,77,0
9954,-34,1
9955,147,0
9956,278,0
9957,252,0
9958,-145,1
9959,-55,0
9960,81,0
9961,,
9962,-69,1
9963,-2,0
9964,1377,0
9965,-13,0
9966,-52,1
9967,307,0
9968,889,0
9969,437,1
9970,-31,1
9971,-54,0
9972,-101,1
9973,400,0
9974,,
9975,702,0
9976,153,0
9977,,
9978,72,0
9979,,
9980,-53,0
9981,4,1
9982,-74,0
9983,65,0
9984,0,0
9985,,
9986,132,0
9987,-31,0
9988,-49,0
9989,-61,0
9990,-14,1
9991,37,0
9992,273,0
9993,349,0
9994,-38,0
9995,96,0
9996,322,1
9997,723,0
9998,29,1
9999,81,0
10000,-1,0
10001,13,0
10002,115,0
10003,460,0
10004,,
10005,-6,0
10006,-37,0
10007,822,0
10008,-117,0
10009,-2,0
10010,-36,0
10011,-45,0
10012,13,1
10013,,
10014,1,0
10015,460,0
10016,-153,0
10017,1131,1
10018,69,0
10019,-139,0
10020,448,0
10021,,
10022,,
10023,-27,1
10024,-6,0
10025,-28,1
10026,,
10027,,
10028,,
10029,1,0
10030,-29,0
10031,2,0
10032,-32,0
10033,-3,0
10034,323,0
10035,-114,1
10036,892,1
10037,-30,0
10038,224,0
10039,-13,0
10040,247,0
10041,,
10042,59,0
10043,695,0
10044,-3,0
10045,,
10046,,
10047,169,0
10048,-3,1
10049,446,0
10050,2,0
10051,-7,0
10052,-14,0
10053,-109,1
10054,-35,1
10055,287,0
10056,-62,1
10057,-63,0
10058,-5,0
10059,231,0
10060,-18,0
10061,-29,0
10062,8,1
10063,293,0
10064,,
10065,345,0
10066,193,0
10067,15,0
10068,177,1
10069,,
10070,-78,1
10071,2,0
10072,1,0
10073,805,0
10074,371,0
10075,-14,0
10076,-70,0
10077,75,0
10078,51,1
10079,-48,0
10080,-116,0
10081,115,0
10082,,
10083,-172,1
10084,,
10085,137,1
10086,2,0
10087,-3,1
10088,-2,0
10089,288,0
10090,,
10091,-32,0
10092,-117,0
10093,1687,0
10094,106,0
10095,319,1
10096,-78,0
10097,384,0
10098,5,1
10099,,
10100,,
10101,191,0
10102,12,0
10103,,
10104,,
10105,,
10106,208,0
10107,,
10108,354,0
10109,,
10110,,
10111,-50,0
10112,,
10113,-71,0
10114,117,1
10115,2193,1
10116,0,0
10117,-62,0
10118,243,0
10119,3,1
10120,-17,0
10121,-115,0
10122,,
10123,-25,0
10124,-37,0
10125,-32,0
10126,,
10127,,
10128,124,0
10129,89,0
10130,40,0
10131,,
10132,28,0
10133,,
10134,250,0
10135,174,0
10136,-67,0
10137,98,0
10138,124,0
10139,15,0
10140,,
10141,234,1
10142,-30,0
10143,-18,0
10144,-32,1
10145,50,0
10146,,
10147,-117,0
10148,-28,0
10149,-27,1
10150,-19,0
10151,-32,0
10152,,
10153,619,1
10154,602,0
10155,,
10156,147,0
10157,-32,0
10158,-59,1
10159,42,0
10160,-7,0
10161,108,0
10162,374,1
10163,197,0
10164,177,0
10165,97,0
10166,7,0
10167,-48,1
10168,-17,0
10169,-8,0
10170,-77,0
10171,67,0
10172,333,0
10173,-45,0
10174,73,1
10175,240,0
10176,49,1
10177,-33,0
10178,38,0
10179,-47,1
10180,45,0
10181,929,0
10182,-7,0
10183,,
10184,291,0
10185,-16,0
10186,-47,0
10187,125,0
10188,428,1
10189,-44,0
10190,54,0
10191,1360,1
10192,1677,0
10193,-70,0
10194,173,0
10195,,
10196,713,0
10197,968,0
10198,208,0
10199,-116,1
10200,199,0
10201,141,0
10202,477,0
10203,-127,1
10204,-33,0
10205,-66,0
10206,-106,1
10207,226,0
10208,-98,1
10209,105,0
10210,,
10211,56,0
10212,2559,0
10213,13,0
10214,1106,0
10215,-42,1
10216,1229,0
10217,162,0
10218,-16,0
10219,0,0
10220,-31,1
10221,41,1
10222,521,0
10223,112,0
10224,140,0
10225,-25,0
10226,343,0
10227,-5,0
10228,,
10229,,
10230,112,0
10231,786,0
10232,-94,0
10233,-101,0
10234,-46,1
10235,251,0
10236,,
10237,-39,0
10238,-18,0
10239,0,0
10240,193,0
10241,488,0
10242,127,0
10243,-13,0
10244,299,0
10245,-19,0
10246,7,0
10247,8,0
10248,231,1
10249,-42,0
10250,315,0
10251,,
10252,,
10253,-155,0
10254,,
10255,147,0
10256,,
10257,487,1
10258,-30,1
10259,82,0
10260,-4,0
10261,1096,1
10262,316,0
10263,,
10264,-2,0
10265,-19,1
10266,2,1
10267,716,0
10268,,
10269,,
10270,-26,1
10271,719,0
10272,239,0
10273,-31,0
10274,,
10275,28,0
10276,-37,0
10277,,
10278,-26,0
10279,19,0
10280,-34,0
10281,,
10282,-40,0
10283,77,0
10284,-92,0
10285,200,1
10286,-102,0
10287,16,0
10288,-120,1
10289,,
10290,13,0
10291,81,1
10292,-8,0
10293,-155,0
10294,45,0
10295,,
10296,,
10297,1147,1
10298,24,0
10299,-5,1
10300,267,1
10301,7,0
10302,245,0
10303,19,0
10304,12,0
10305,-25,0
10306,294,1
10307,-8,0
10308,,
10309,-2,0
10310,,
10311,-70,0
10312,,
10313,-33,1
10314,-22,0
10315,-68,0
10316,-24,0
10317,-40,0
10318,,
10319,200,0
10320,,
10321,29,0
10322,493,0
10323,-1,0
10324,80,1
10325,39,0
10326,-64,0
10327,15,0
10328,-10,1
10329,50,1
10330,54,0
10331,-122,0
10332,,
10333,293,0
10334,26,0
10335,58,0
10336,235,0
10337,-50,0
10338,,
10339,,
10340,-92,1
10341,-39,0
10342,-44,0
10343,,
10344,-1,0
10345,373,0
10346,393,0
10347,10,0
10348,446,0
10349,,
10350,105,0
10351,,
10352,,
10353,-63,1
10354,161,1
10355,-19,0
10356,-59,0
10357,-84,0
10358,,
10359,,
10360,795,0
10361,217,0
10362,75,0
10363,-117,0
10364,151,0
10365,4,0
10366,8,1
10367,,
10368,-148,0
10369,-45,0
10370,-50,0
10371,-147,0
10372,-11,0
10373,-39,1
10374,-129,0
10375,6,0
10376,12,1
10377,-60,0
10378,78,0
10379,-47,0
10380,148,0
10381,-123,1
10382,-62,0
10383,,
10384,,
10385,-172,1
10386,-170,0
10387,10,0
10388,,
10389,103,0
10390,195,0
10391,248,0
10392,,
10393,25,1
10394,434,0
10395,-43,0
10396,299,0
10397,-35,0
10398,-7,0
10399,-4,0
10400,-2,0
10401,-80,0
10402,-22,0
10403,-115,0
10404,1,0
10405,236,0
10406,348,0
10407,145,0
10408,259,0
10409,,
10410,,
10411,133,1
10412,-69,1
10413,66,0
10414,-13,0
10415,240,0
10416,-71,1
10417,-25,0
10418,,
10419,-32,1
10420,-27,1
10421,-109,0
10422,-38,0
10423,371,0
10424,-24,1
10425,-11,1
10426,-85,1
10427,392,1
10428,14,0
10429,,
10430,-113,0
10431,14,1
10432,99,1
10433,256,1
10434,-4,0
10435,-23,0
10436,19,0
10437,126,0
10438,,
10439,109,0
10440,-21,0
10441,0,0
10442,1952,0
10443,525,0
10444,-131,1
10445,-34,0
10446,216,1
10447,362,0
10448,-4,0
10449,,
10450,-31,0
10451,-5,0
10452,201,0
10453,39,1
10454,,
10455,-19,1
10456,45,1
10457,-107,0
10458,-1,0
10459,199,0
10460,3992,0
10461,-34,0
10462,470,0
10463,8,0
10464,6,0
10465,16,0
10466,182,0
10467,122,0
10468,711,1
10469,182,0
10470,,
10471,453,0
10472,204,1
10473,239,1
10474,,
10475,10,0
10476,,
10477,23,0
10478,-20,0
10479,216,1
10480,-62,0
10481,-4,0
10482,85,0
10483,,
10484,36,0
10485,63,1
10486,372,0
10487,205,1
10488,663,0
10489,441,0
10490,-37,1
10491,,
10492,-100,1
10493,438,0
10494,,
10495,898,1
10496,74,1
10497,-77,0
10498,548,0
10499,-50,0
10500,,
10501,-83,0
10502,-30,0
10503,,
10504,484,0
10505,193,0
10506,123,0
10507,128,1
10508,-26,0
10509,-11,0
10510,309,0
10511,600,0
10512,-74,1
10513,988,0
10514,199,0
10515,,
10516,78,0
10517,1,0
10518,-139,0
10519,145,0
10520,122,0
10521,,
10522,,
10523,170,0
10524,110,1
10525,18,0
10526,-17,0
10527,,
10528,137,0
10529,357,0
10530,32,0
10531,-38,0
10532,2,0
10533,,
10534,-110,0
10535,-53,0
10536,252,0
10537,112,0
10538,-29,0
10539,73,0
10540,-28,0
10541,220,0
10542,517,0
10543,-15,0
10544,380,1
10545,234,0
10546,-82,0
10547,-167,1
10548,317,0
10549,0,0
10550,-15,0
10551,291,1
10552,-78,0
10553,468,0
10554,217,1
10555,259,0
10556,-121,0
10557,-77,1
10558,-72,0
10559,283,0
10560,-19,0
10561,,
10562,,
10563,801,0
10564,-28,1
10565,-30,0
10566,594,0
10567,398,0
10568,757,0
10569,-31,1
10570,,
10571,478,0
10572,,
10573,154,1
10574,,
10575,6,0
10576,-29,1
10577,2145,0
10578,102,0
10579,-42,0
10580,-57,0
10581,-18,0
10582,-60,1
10583,-109,0
10584,-8,0
10585,152,0
10586,-5,0
10587,241,0
10588,424,0
10589,74,0
10590,-32,1
10591,,
10592,-251,0
10593,-3,0
10594,-2,0
10595,,
10596,224,0
10597,0,0
10598,-51,0
10599,508,1
10600,48,1
10601,230,0
10602,97,0
10603,25,0
10604,-2,0
10605,-8,0
10606,115,0
10607,269,0
10608,150,0
10609,-1,1
10610,,
10611,44,0
10612,33,0
10613,,
10614,8,0
10615,-30,0
10616,-39,1
10617,774,0
10618,584,1
10619,-38,0
10620,15,0
10621,233,1
10622,-131,0
10623,-129,0
10624,116,1
10625,,
10626,-243,0
10627,247,1
10628,,
10629,,
10630,242,0
10631,251,0
10632,-58,0
10633,-342,0
10634,-6,0
10635,-112,0
10636,746,0
10637,-98,0
10638,-30,0
10639,401,0
10640,,
10641,411,0
10642,-28,0
10643,5,0
10644,66,0
10645,442,0
10646,319,0
10647,11,0
10648,907,1
10649,24,0
10650,363,0
10651,,
10652,4,0
10653,61,1
10654,2,0
10655,559,0
10656,229,0
10657,,
10658,-20,0
10659,-86,0
10660,-133,0
10661,5,0
10662,1069,0
10663,40,0
10664,-189,0
10665,194,0
10666,-34,0
10667,582,0
10668,25,0
10669,-139,1
10670,122,0
10671,-31,0
10672,1231,1
10673,200,0
10674,-58,0
10675,-67,0
10676,44,0
10677,731,0
10678,349,1
10679,,
10680,-33,0
10681,-97,0
10682,,
10683,50,1
10684,329,1
10685,-39,0
10686,556,0
10687,-67,0
10688,19,1
10689,340,0
10690,387,0
10691,261,0
10692,,
10693,-151,0
10694,-56,0
10695,,
10696,55,0
10697,,
10698,-96,1
10699,-32,0
10700,700,0
10701,12,0
10702,-7,0
10703,913,0
10704,409,0
10705,-168,0
10706,142,0
10707,-28,0
10708,300,1
10709,-2,0
10710,-36,1
10711,-8,0
10712,-8,0
10713,-26,0
10714,393,0
10715,,
10716,155,1
10717,32,0
10718,-145,1
10719,-18,0
10720,-3,0
10721,226,0
10722,-12,0
10723,,
10724,,
10725,,
10726,903,0
10727,162,1
10728,496,0
10729,907,0
10730,-84,1
10731,171,0
10732,-25,0
10733,465,0
10734,174,0
10735,-31,0
10736,67,0
10737,228,0
10738,448,1
10739,,
10740,-17,0
10741,-70,1
10742,164,0
10743,,
10744,-127,0
10745,-63,0
10746,-74,0
10747,136,0
10748,,
10749,111,0
10750,154,0
10751,-134,1
10752,-37,0
10753,-20,0
10754,83,0
10755,-47,1
10756,-33,0
10757,-29,0
10758,-13,0
10759,-73,1
10760,-50,1
10761,16,0
10762,-3,0
10763,-80,0
10764,,
10765,,
10766,-15,0
10767,17,0
10768,292,0
10769,-96,0
10770,461,0
10771,549,0
10772,67,0
10773,150,0
10774,-361,0
10775,60,0
10776,,
10777,1100,0
10778,-30,0
10779,-20,0
10780,-29,0
10781,1419,1
10782,84,0
10783,,
10784,6,0
10785,304,1
10786,19,0
10787,11,0
10788,1111,1
10789,-18,0
10790,337,0
10791,-51,0
10792,-6,0
10793,427,0
10794,68,1
10795,-90,0
10796,,
10797,,
10798,-69,0
10799,-165,1
10800,23,0
10801,66,0
10802,-43,0
10803,361,0
10804,317,1
10805,18,0
10806,-80,0
10807,,
10808,-3,0
10809,-31,0
10810,707,0
10811,40,0
10812,532,1
10813,110,0
10814,225,0
10815,,
10816,42,0
10817,,
10818,63,0
10819,133,0
10820,10,0
10821,91,0
10822,13,0
10823,-23,0
10824,84,0
10825,253,0
10826,-24,0
10827,-89,0
10828,,
10829,-18,0
10830,56,0
10831,38,0
10832,,
10833,-20,0
10834,118,0
10835,,
10836,1045,0
10837,51,0
10838,-105,0
10839,37,0
10840,250,1
10841,773,1
10842,249,0
10843,-47,0
10844,,
10845,207,1
10846,192,0
10847,-21,0
10848,-28,0
10849,-56,0
10850,216,0
10851,72,0
10852,660,0
10853,140,0
10854,,
10855,276,0
10856,-54,0
10857,,
10858,53,0
10859,-122,0
10860,-37,0
10861,53,0
10862,1085,0
10863,78,0
10864,40,0
10865,115,0
10866,91,0
10867,-47,0
10868,171,1
10869,803,0
10870,392,1
10871,-1,0
10872,-13,0
10873,-24,0
10874,144,0
